Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Richard Rodgers (11586743),Richard Rodgers,11586743,TE/FLEX,2500,DAL@PHI 11/11/2018 08:20PM ET,PHI,0
TE,Joshua Perkins (11586750),Joshua Perkins,11586750,TE/FLEX,2500,DAL@PHI 11/11/2018 08:20PM ET,PHI,1.46
TE,Rico Gathers (11586845),Rico Gathers,11586845,TE/FLEX,2500,DAL@PHI 11/11/2018 08:20PM ET,DAL,0.94
TE,Blake Jarwin (11586867),Blake Jarwin,11586867,TE/FLEX,2500,DAL@PHI 11/11/2018 08:20PM ET,DAL,1.02
TE,Dalton Schultz (11587040),Dalton Schultz,11587040,TE/FLEX,2500,DAL@PHI 11/11/2018 08:20PM ET,DAL,0.73
TE,Tyler Ott (11586596),Tyler Ott,11586596,TE/FLEX,2500,SEA@LAR 11/11/2018 04:25PM ET,SEA,0
TE,Tyler Higbee (11586706),Tyler Higbee,11586706,TE/FLEX,2500,SEA@LAR 11/11/2018 04:25PM ET,LAR,2.78
TE,Johnny Mundt (11586911),Johnny Mundt,11586911,TE/FLEX,2500,SEA@LAR 11/11/2018 04:25PM ET,LAR,0
TE,Darrell Daniels (11586947),Darrell Daniels,11586947,TE/FLEX,2500,SEA@LAR 11/11/2018 04:25PM ET,SEA,0
TE,Will Dissly (11587072),Will Dissly,11587072,TE/FLEX,2500,SEA@LAR 11/11/2018 04:25PM ET,SEA,9.65
TE,Virgil Green (11586377),Virgil Green,11586377,TE/FLEX,2500,LAC@OAK 11/11/2018 04:05PM ET,LAC,3.78
TE,Lee Smith (11586391),Lee Smith,11586391,TE/FLEX,2500,LAC@OAK 11/11/2018 04:05PM ET,OAK,0.66
TE,Derek Carrier (11586783),Derek Carrier,11586783,TE/FLEX,2500,LAC@OAK 11/11/2018 04:05PM ET,OAK,0.91
TE,Sean Culkin (11586795),Sean Culkin,11586795,TE/FLEX,2500,LAC@OAK 11/11/2018 04:05PM ET,LAC,0
TE,Hunter Henry (11586927),Hunter Henry,11586927,TE/FLEX,2500,LAC@OAK 11/11/2018 04:05PM ET,LAC,0
TE,Eric Tomlinson (11586606),Eric Tomlinson,11586606,TE/FLEX,2500,BUF@NYJ 11/11/2018 01:00PM ET,NYJ,1.46
TE,Neal Sterling (11586608),Neal Sterling,11586608,TE/FLEX,2500,BUF@NYJ 11/11/2018 01:00PM ET,NYJ,2.14
TE,Jason Croom (11586797),Jason Croom,11586797,TE/FLEX,2500,BUF@NYJ 11/11/2018 01:00PM ET,BUF,3.46
TE,Jordan Leggett (11586897),Jordan Leggett,11586897,TE/FLEX,2500,BUF@NYJ 11/11/2018 01:00PM ET,NYJ,1.74
DST,Rams  (11586296),Rams ,11586296,DST,2400,SEA@LAR 11/11/2018 04:25PM ET,LAR,9.22
DST,Browns  (11586288),Browns ,11586288,DST,2300,ATL@CLE 11/11/2018 01:00PM ET,CLE,7.11
DST,Saints  (11586299),Saints ,11586299,DST,2200,NO@CIN 11/11/2018 01:00PM ET,NO,4.12
DST,Cowboys  (11586289),Cowboys ,11586289,DST,2200,DAL@PHI 11/11/2018 08:20PM ET,DAL,6.12
DST,Bengals  (11586285),Bengals ,11586285,DST,2100,NO@CIN 11/11/2018 01:00PM ET,CIN,7.62
DST,Dolphins  (11586297),Dolphins ,11586297,DST,2100,MIA@GB 11/11/2018 04:25PM ET,MIA,8.33
DST,Titans  (11586292),Titans ,11586292,DST,2100,NE@TEN 11/11/2018 01:00PM ET,TEN,7.25
DST,Cardinals  (11586303),Cardinals ,11586303,DST,2000,ARI@KC 11/11/2018 01:00PM ET,ARI,8.12
DST,Buccaneers  (11586309),Buccaneers ,11586309,DST,2000,WAS@TB 11/11/2018 01:00PM ET,TB,2.75
DST,Seahawks  (11586308),Seahawks ,11586308,DST,2000,SEA@LAR 11/11/2018 04:25PM ET,SEA,8.38
DST,Raiders  (11586295),Raiders ,11586295,DST,2000,LAC@OAK 11/11/2018 04:05PM ET,OAK,2
