Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Josiah Price (11503320),Josiah Price,11503320,TE/FLEX,2500,NO@MIN 10/28/2018 08:20PM ET,MIN,0
TE,Tyler Conklin (11503536),Tyler Conklin,11503536,TE/FLEX,2500,NO@MIN 10/28/2018 08:20PM ET,MIN,0.47
TE,Dan Arnold (11503592),Dan Arnold,11503592,TE/FLEX,2500,NO@MIN 10/28/2018 08:20PM ET,NO,2.75
TE,Logan Thomas (11503062),Logan Thomas,11503062,TE/FLEX,2500,NE@BUF 10/29/2018 08:15PM ET,BUF,1.22
TE,Jason Croom (11503281),Jason Croom,11503281,TE/FLEX,2500,NE@BUF 10/29/2018 08:15PM ET,BUF,3.3
TE,Jacob Hollister (11503324),Jacob Hollister,11503324,TE/FLEX,2500,NE@BUF 10/29/2018 08:15PM ET,NE,2.17
DST,Giants  (11502839),Giants ,11502839,DST,2400,WAS@NYG 10/28/2018 01:00PM ET,NYG,3
DST,Lions  (11502830),Lions ,11502830,DST,2400,SEA@DET 10/28/2018 01:00PM ET,DET,6.33
DST,Vikings  (11502836),Vikings ,11502836,DST,2400,NO@MIN 10/28/2018 08:20PM ET,MIN,8.29
DST,Steelers  (11502842),Steelers ,11502842,DST,2300,CLE@PIT 10/28/2018 01:00PM ET,PIT,8.83
DST,Seahawks  (11502844),Seahawks ,11502844,DST,2300,SEA@DET 10/28/2018 01:00PM ET,SEA,9
DST,Jets  (11502840),Jets ,11502840,DST,2200,NYJ@CHI 10/28/2018 01:00PM ET,NYJ,9
DST,Raiders  (11502834),Raiders ,11502834,DST,2200,IND@OAK 10/28/2018 04:05PM ET,OAK,3.5
DST,Browns  (11502828),Browns ,11502828,DST,2100,CLE@PIT 10/28/2018 01:00PM ET,CLE,8.57
DST,Buccaneers  (11502845),Buccaneers ,11502845,DST,2100,TB@CIN 10/28/2018 01:00PM ET,TB,3.83
DST,Saints  (11502838),Saints ,11502838,DST,2100,NO@MIN 10/28/2018 08:20PM ET,NO,3.33
DST,Broncos  (11502829),Broncos ,11502829,DST,2000,DEN@KC 10/28/2018 01:00PM ET,DEN,9.43
DST,Packers  (11502831),Packers ,11502831,DST,2000,GB@LAR 10/28/2018 04:25PM ET,GB,8.5
DST,Bills  (11502825),Bills ,11502825,DST,2000,NE@BUF 10/29/2018 08:15PM ET,BUF,6.86
